Sentence,BIO Tags
Doves are shown on cultic objects associated with Inanna as early as the beginning of the third millennium BC,B-ANIMAL O O O O O O O O O O O O O O O O O O
"Later, the Holy Spirit descended upon Jesus at his baptism like a dove (Matthew), and subsequently the ""peace dove"" became a common Christian symbol of the Holy Spirit",O O O O O O O O O O O O B-ANIMAL O O O O O B-ANIMAL O O O O O O O O O
"In Genesis, Noah sends a dove out of the ark, but it came back to him because the floodwaters had not receded",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O
"In Hebrew, Jonah (יוֹנָה) means dove",O O O O O B-ANIMAL
"Distribution and habitat Pigeons and doves are distributed everywhere on Earth, except for the driest areas of the Sahara Desert, Antarctica and its surrounding islands, and the high Arctic",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
"Among the ten species to have become extinct since 1600 (the conventional date for estimating modern extinctions) are two of the most famous extinct species, the dodo and the passenger pigeon",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
"One of the largest arboreal species, the Marquesan imperial pigeon, currently battles extinction",O O O O O O O O O B-ANIMAL O O O
"Mrs Beeton's Book of Household Management contains recipes for roast pigeon and pigeon pie, a popular, inexpensive food in Victorian industrial Britain",O O O O O O O O O O B-ANIMAL O B-ANIMAL O O O O O O O O O
"Around 59 species of pigeons and doves are threatened with extinction today, about 19% of all species",O O O O B-ANIMAL O O O O O O O O O O O O
"Status and conservation While many species of pigeons and doves have benefited from human activities and have increased their ranges, many other species have declined in numbers and some have become threatened or even succumbed to extinction",O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"albatrosses, fulmars, terns, and skuas) may also be referred to as 'seagulls' by the layperson",O O O O O O O O O O O B-ANIMAL O O O
"Gulls, or colloquially seagulls, are seabirds of the subfamily Larinae",O O O B-ANIMAL O O O O O O
"In common usage, members of various gull species are often referred to as 'sea gulls' or 'seagulls'; however, this is a layperson's term and is not used by most ornithologists and biologists",O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O
Joining these flocks allows woodpeckers to decrease their anti-predator vigilance and increase their feeding rate,O O O O B-ANIMAL O O O O O O O O O O
"They also eat ants, which may be tending sap-sucking pests such as mealybugs, as is the case with the rufous woodpecker in coffee plantations in India",O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O
"Morphological and behavioural characters, in addition to DNA evidence, highlights genus Hemicircus as the sister group of all remaining true woodpeckers, besides a sister-group relationship between the true woodpecker tribes Dendropicini and Malarpicini",O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O
"The largest surviving species is the great slaty woodpecker, which weighs 430 g (15 oz) on average and up to 563 g (19.9 oz), and measures 45 to 55 cm (18 to 22 in), but the extinct imperial woodpecker, at 55 to 61 cm (22 to 24 in), and ivory-billed woodpecker, around 48 to 53 cm (19 to 21 in) and 516 g (18.2 oz), were probably both larger",O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
"The ground woodpecker is one such species, inhabiting the rocky and grassy hills of South Africa, and the Andean flicker is another",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
Flight Hummingbird flight has been studied intensively from an aerodynamic perspective using wind tunnels and high-speed video cameras,O B-ANIMAL O O O O O O O O O O O O O O O O
"The fourth color cone would extend the range of visible colors for hummingbirds to perceive ultraviolet light and color combinations of feathers and gorgets, colorful plants, and other objects in their environment, enabling detection of as many as five non-spectral colors, including purple, ultraviolet-red, ultraviolet-green, ultraviolet-yellow, and ultraviolet-purple",O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"According to the International Union for Conservation of Nature Red List of Threatened Species in 2024, 8 hummingbird species are classified as critically endangered, 13 are endangered, 13 are vulnerable, and 20 species are near-threatened",O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O
"Even in the most specialized hummingbird–plant mutualisms, the number of food plant lineages of the individual hummingbird species increases with time",O O O O O O O O O O O O O O O O B-ANIMAL O O O O
The hummingbird evolutionary tree shows that one key evolutionary factor appears to have been an altered taste receptor that enabled hummingbirds to seek nectar,O B-ANIMAL O O O O O O O O O O O O O O O O O O B-ANIMAL O O O
"It may also refer to: Animals Birds Canaries, birds in the genera Serinus and Crithagra including, among others: Atlantic canary (Serinus canaria), a small wild bird Domestic canary, Serinus canaria domestica, a small pet or aviary bird, also responsible for the ""canary yellow"" color term Yellow canary (Crithagra flaviventris), a small bird Fish Canary damsel (Similiparma lurida), fish of the family Pomacentridae, found in the eastern Atlantic Ocean Canary moray (Gymnothorax bacalladoi), an eel of the family Muraenidae Canary rockfish (Sebastes pinniger), of the family Sebastidae, found in the northeast Pacific Ocean People Canary Burton (born 1942), American keyboardist, composer and writer Canary Conn (born 1949), American entertainer and author Bill Canary (fl",O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O
Canary originally referred to the Spanish island of Gran Canaria in the North Atlantic Ocean and the surrounding Canary Islands,B-ANIMAL O O O O O O O O O O O O O O O O O B-ANIMAL O
"Canary sack, white fortified wine (sack) imported from the Canary Islands Canary wood (disambiguation), a name used to describe wood from a number of tree species Canary yellow, a shade of yellow Warrant canary, a published statement, the removal of which indicates the publisher received a National Security Letter See also Canaries (disambiguation) Canary trap, a method for exposing an information leak Sentinel species, such as the ""canary in a coal mine"" Calamity Jane Cannary (1852–1903), American frontierswoman Canarinho (""Little canary""), Brazilian football association team's nickname José Alberto ""El Canario"" (born 1958), Dominican salsa singer Conary (disambiguation) All pages with titles beginning with Canary",B-ANIMAL O O O O O O O O B-ANIMAL O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O B-ANIMAL O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
"Richard Canary (born in 1962), American mathematician at the University of Michigan David Canary (1938–2015), American actor Places Canary District, a housing development in Toronto, Canada Canary Islands, Spain Canary Wharf, Isle of Dogs, London, United Kingdom Arts and entertainment Black Canary, a DC Comics superhero, first appeared in 1947 Sara Lance/The Canary, a character on the television series Arrow, based on the DC Comics character Canary, a character in the manga and anime series Hunter × Hunter Canary dance, a Renaissance dance popular in Europe in the 16th and 17th centuries ""Canary"" (NCIS), a 2013 episode of the American television series NCIS ""The Canary"" (short story), 1923 short story by Katherine Mansfield Canary (visual novel), released in 2000 Technology Canary release, a deployment cycle used by software developers to gradually roll out new features to a limited number of users Google Chrome Canary, pre-release version of the Chrome browser HTC Canary, the first smartphone to run Windows Mobile, released in November 2002 Canary value, a buffer overflow protection method in computer programming Other uses Canary, LLC, an oilfield services company The Canary (website), a news media outlet created in 2015 Canary melon, a yellow fruit Canary Current, a wind-driven surface current that is part of the North Atlantic Gyre Canaries, players for or supporters of Norwich City F.C",O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O O B-ANIMAL O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL O O O O O O O O
"Goldfinch or The Goldfinch may refer to: Birds European goldfinch, Carduelis carduelis Some species of the genus Spinus: American goldfinch, Spinus tristis Lawrence's goldfinch, Spinus lawrencei Lesser goldfinch, Spinus psaltria Arts, entertainment, and media The Goldfinch (painting) (1654), by Carel Fabritius The Goldfinch (novel) (2013) by Donna Tartt, in which Fabritius' painting features The Goldfinch (film) (2019), based on the novel Distelfink, a goldfinch motif in Pennsylvania Dutch folk art Science and technology USS Goldfinch, US Navy ships HMS Goldfinch, four ships of the Royal Navy and one of the shore establishment Gloster Goldfinch, a British single-seat biplane fighter from the later 1920s People Goldfinch (surname)",B-ANIMAL O O B-ANIMAL O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O O B-ANIMAL O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O B-ANIMAL O
Crocodile oil has been used for various purposes,B-ANIMAL O O O O O O O
"However, even with a sophisticated parental nurturing, young crocodiles have a very high mortality rate due to their vulnerability to predation",O O O O O O O O B-ANIMAL O O O O O O O O O O O O
"The gharial, with its narrow snout, is easier to distinguish, while morphological differences are more difficult to spot in crocodiles and alligators",O O O O O O O O O O O O O O O O O O O B-ANIMAL O O
Hatching call: Emitted by a female when breeding to alert other crocodiles that she has laid eggs in her nest,O O O O O O O O O O O B-ANIMAL O O O O O O O O
A good example of the hierarchy in crocodiles would be the case of the Nile crocodile,O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL
"The Chinese alligator is smaller, rarely exceeding 2.1 m (7 ft) in length",O O B-ANIMAL O O O O O O O O O O
An alligator with an immobilized tail cannot perform a death roll,O B-ANIMAL O O O O O O O O O
"The alligator has a similar digestive system to that of the crocodile, with minor differences in morphology and enzyme activity",O B-ANIMAL O O O O O O O O O O O O O O O O O O
Evolution Alligators and caimans split in North America during the early Tertiary or late Cretaceous (about 53 million to 65 million years ago),O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
"American alligators live in freshwater environments, such as ponds, marshes, wetlands, rivers, lakes, and swamps, as well as in brackish water",O B-ANIMAL O O O O O O O O O O O O O O O O O O O
Both the shoulder and pelvic girdles of turtles are located within the shell and hence are effectively within the rib cage,O O O O O O O B-ANIMAL O O O O O O O O O O O O O
Most turtles create a nest for their eggs,O B-ANIMAL O O O O O O
"Turtle scutes are usually structured like mosaic tiles, but some species, like the hawksbill sea turtle, have overlapping scutes on the carapace",B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O
"Although many turtles spend large amounts of their lives underwater, all turtles breathe air and must surface at regular intervals to refill their lungs",O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O O O O O
"Using the draft (unfinished) genome sequences of the green sea turtle and the Chinese softshell turtle, Zhuo Wang and colleagues (2013) concluded that turtles are likely a sister group of crocodilians and birds",O O O O O O O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O O
"Red-footed tortoises, from Central and South America, do not have an area in the brain called the hippocampus, which relates to emotion, learning, memory and spatial navigation",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O
"Timothy, a female spur-thighed tortoise, lived to be about 165 years old",O O O O B-ANIMAL O O O O O O O
"Diet Tortoises are generally considered to be strict herbivores, feeding on grasses, weeds, leafy greens, flowers, and some fruits",O B-ANIMAL O O O O O O O O O O O O O O O O O
"British usage, by contrast, tends not to use ""turtle"" as a generic term for all members of the order, and also applies the term ""tortoises"" broadly to all land-dwelling members of the order Testudines, regardless of whether they are actually members of the family Testudinidae",O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O
"In Judaism, tortoises are seen as unclean animals",O O B-ANIMAL O O O O O
Some 326 genes are involved in regenerating lizard tails,O O O O O O O B-ANIMAL O
"Some lizards such as chameleons have prehensile tails, assisting them in climbing among vegetation",O B-ANIMAL O O O O O O O O O O O O
"as a synonym of Lacertilia, a suborder of Squamata that includes all lizards but excludes snakes",O O O O O O O O O O O O B-ANIMAL O O O
By manipulating superoxide levels (using a superoxide dismutase mimetic) it was shown that this fading coloration is likely due to gradual loss with lizard age of an innate capacity for antioxidation due to increasing DNA damage,O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O
A lizard king named Mo'o features in Hawaii and other cultures in Polynesia,O B-ANIMAL O O O O O O O O O O O
"The chameleon was featured in Conrad Gessner's Historia animalium (1563), copied from De aquatilibus (1553) by Pierre Belon",O B-ANIMAL O O O O O O O O O O O O O O O O
"This specimen was given the name Yaksha perettii in 2020, and was noted to have several convergently chameleon-like features, including adaptations for ballistic feeding",O O O O O O O O O O O O O O O O O O O O O O O O
Chameleons lay flexible-shelled eggs which are affected by environmental characteristics during incubation,B-ANIMAL O O O O O O O O O O O
"""Evidence for an elastic projection mechanism in the chameleon tongue",O O O O O O O O B-ANIMAL O
"they are so popular, that despite Florida having six invasive chameleon species due to the pet trade, reptile hobbyists in these areas search for chameleons to keep as pets or to breed and sell them, with some selling for up to a thousand dollars",O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"Eublepharis macularius, the leopard gecko, is the most common gecko kept as a pet; it does not have adhesive toe pads and cannot climb the glass of a vivarium",O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"Belonging to the infraorder Gekkota, geckos are found in warm climates throughout the world",O O O O O B-ANIMAL O O O O O O O O
"Shedding or molting All geckos shed their skin at fairly regular intervals, with species differing in timing and method",O O O O B-ANIMAL O O O O O O O O O O O O O O
"Gecko adhesion is typically improved by higher humidity, even on hydrophobic surfaces, yet is reduced under conditions of complete immersion in water",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
"Gehyra mutilata (Pteropus mutilatus), the stump-toed gecko, is able to vary its color from very light to very dark to camouflage itself; this gecko is at home in the wild, as well as in residential areas",O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O
"Genetic analysis indicates that the green iguana may comprise a complex of multiple species, some of which have been recently described, but the Reptile Database considers all of these as subspecies of the green iguana",O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
"Furthermore, the teeth of the iguana are acrodontal, meaning that their teeth sit on top of the surface of the jaw bone and project upwards",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
iguana,B-ANIMAL
The Curaçao population of green iguanas shows major genetic divergence and may also represent an as-of-yet undescribed species or subspecies,O O O O O B-ANIMAL O O O O O O O O O O O O O O
"Two species are placed in the genus: The green iguana, which is widespread throughout its range and a popular pet; and the Lesser Antillean iguana, which is native to the Lesser Antilles",O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O O
"The snake's tongue is constantly in motion, sampling particles from the air, ground, and water, analyzing the chemicals found, and determining the presence of prey or predators in the local environment",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"To accommodate their narrow bodies, snakes' paired organs (such as kidneys) appear one in front of the other instead of side by side, and most have only one functional lung",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
"Although the possibility of infection and tissue damage is present in the bite of a nonvenomous snake, venomous snakes present far greater hazard to humans.: 209 The World Health Organization (WHO) lists snakebite under the ""other neglected conditions"" category",O O O O O O O O O O O O O O O O B-ANIMAL O B-ANIMAL O O O O O O O O O O O O O O O O O O O O
"Blotched snakes usually use ambush-based strategies, likely because it helps them blend into an environment with irregularly shaped objects, like sticks or rocks",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
"Snakes are thought to have evolved from either burrowing or aquatic lizards, perhaps during the Jurassic period, with the earliest known fossils dating to between 143 and 167 Ma ago",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"360–320 BCE), vase painter in Poseidonia Python of Byzantium (4th-century BCE), orator, diplomat of Philip II of Macedon Python of Catana, poet who accompanied Alexander the Great Python Anghelo (1954–2014), Romanian graphic artist Roller coasters Python (Efteling), a roller coaster in the Netherlands Python (Busch Gardens Tampa Bay), a defunct roller coaster Python (Coney Island, Cincinnati, Ohio), a steel roller coaster Vehicles Python (automobile maker), an Australian car company Python (Ford prototype), a Ford prototype sports car Weaponry Python (missile), a series of Israeli air-to-air missiles Python (nuclear primary), a gas-boosted fission primary used in thermonuclear weapons Colt Python, a revolver Other uses Python (codename), a British nuclear war contingency plan Python (film), a 2000 horror film by Richard Clabaugh Monty Python or the Pythons, a British comedy group Python (Monty) Pictures, a company owned by the troupe's surviving members Python, a work written by philosopher Timon of Phlius See also Pithon, a commune in northern France Pyton, a Norwegian magazine",O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O B-ANIMAL O O O O B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O
"Python may refer to: Snakes Pythonidae, a family of nonvenomous snakes found in Africa, Asia, and Australia Python (genus), a genus of Pythonidae found in Africa and Asia Python (mythology), a mythical serpent Computing Python (programming language), a widely used high-level programming language Python, a native code compiler for CMU Common Lisp Python, the internal project name for the PERQ 3 computer workstation People Python of Aenus (4th-century BCE), student of Plato Python (painter) (ca",B-ANIMAL O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O B-ANIMAL O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O
"Other snakes known as ""cobras"" While the members of the genus Naja constitute the true cobras, the name cobra is also applied to these other genera and species: The rinkhals, ringhals or ring-necked spitting cobra (Hemachatus haemachatus) so-called for its neck band as well as its habit of rearing upwards and producing a hood when threatened The king cobra or hamadryad (Ophiophagus hannah) The two species of tree cobras, Goldie's tree cobra (Pseudohaje goldii) and the black tree cobra (Pseudohaje nigra) The two species of shield-nosed cobras, the Cape coral snake (Aspidelaps lubricus) and the shield-nosed cobra (Aspidelaps scutatus): p.76 The two species of black desert cobras or desert black snakes, Walterinnesia aegyptia and Walterinnesia morgani, neither of which rears upwards and produces a hood when threatened: p.65 The eastern coral snake or American cobra (Micrurus fulvius), which also does not rear upwards and produce a hood when threatened: p.30 The false water cobra (Hydrodynastes gigas) is the only ""cobra"" species that is not a member of the Elapidae",O O O O B-ANIMAL O O O O O O O O O O B-ANIMAL O O B-ANIMAL O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O B-ANIMAL O O O O O O O O O
"Cobra is the common name of various venomous snakes, most of which belong to the genus Naja",B-ANIMAL O O O O O O O O O O O O O O O O
Many cobras are capable of rearing upwards and producing a hood when threatened,O B-ANIMAL O O O O O O O O O O O
Vipers are able to do this via certain proteins contained in their venom,B-ANIMAL O O O O O O O O O O O O
"In the Old World, viperids are located everywhere except Siberia, Ireland, and north of the Arctic Circle in Norway and Sweden",O O O O O O O O O O O O O O O O O O O O O
The location of this organ is unique to pit vipers,O O O O O O O O O B-ANIMAL
"Rather, it is attributed to Oppel, based on his Viperini as a distinct family group name, despite the fact that Gray was the first to use the form Viperinae",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The consensus among leading experts, though, is that Laurenti used viperae as the plural of vipera (Latin for ""viper"", ""adder"", or ""snake"") and did not intend for it to indicate a family group taxon",O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O
"Relationship with humans While encounters between people and anacondas may be dangerous, they do not regularly hunt humans",O O O O O O O O B-ANIMAL O O O O O O O O O
"Although charismatic, there is little known on the biology of wild anacondas",O O O O O O O O O O O B-ANIMAL
"Females are larger than males in most snakes, and green anacondas (E",O O O O O O O O O O B-ANIMAL O
"Sexual cannibalism Cannibalism is quite easy in anacondas since females are so much larger than males, but sexual cannibalism has only been confirmed in E",O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O
The green anaconda (E,O O B-ANIMAL O
"Almost all frog species are carnivorous as adults, preying on invertebrates, including insects, crabs, spiders, mites, worms, snails, and slugs",O O B-ANIMAL O O O O O O O O O O O O O O O O O
"On the basis of fossil evidence, the earliest known ""true frogs"" that fall into the anuran lineage proper all lived in the early Jurassic period",O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O
Adult frogs live in fresh water and on dry land; some species are adapted for living underground or in trees,O B-ANIMAL O O O O O O O O O O O O O O O O O O
"In the former, adopted by the majority of species, adult frogs at certain times of year assemble at a pond, lake or stream to breed",O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O
The webbing between the toes of the hind feet increases the area of the foot and helps propel the frog powerfully through the water,O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O
Bogert (1947) suggests that the toads' call is the most important cue in the homing to ponds,O O O O O B-ANIMAL O O O O O O O O O O O
Toads travel from non-breeding to breeding areas of ponds and lakes,B-ANIMAL O O O O O O O O O O
It is a myth that handling toads causes warts,O O O O O O B-ANIMAL O O
"In popular culture (folk taxonomy), toads are distinguished from frogs by their drier, rougher skin and association with more terrestrial habitats",O O O O O B-ANIMAL O O O O O O O O O O O O O O O
"Individual American toads return to their natal ponds to breed, making it likely they will encounter siblings when seeking potential mates",O O B-ANIMAL O O O O O O O O O O O O O O O O O O
Not all species of salamanders follow this path,O O O O B-ANIMAL O O O
"Larval salamanders breathe primarily by means of gills, which are usually external and feathery in appearance",O B-ANIMAL O O O O O O O O O O O O O O
"Etymology The word salamander comes from Old French salamandre from Latin salamandra from Greek σαλαμάνδρα : salamándra, of uncertain, possibly, pre-Greek origin",O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
"Marco Polo recounts having been shown, in a place he calls Ghinghin talas, ""a good vein from which the cloth which we call of salamander, which cannot be burnt if it is thrown into the fire, is made ..."" In his autobiography, Benvenuto Cellini relates: When I was about five, my father was sitting alone in one of our small rooms, singing and playing his viol",O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A terrestrial salamander catches its prey by flicking out its sticky tongue in an action that takes less than half a second,O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"Newts are semiaquatic, spending part of the year in the water for reproduction and the rest of the year on land",B-ANIMAL O O O O O O O O O O O O O O O O O O O O
"Most newts can be safely handled, provided the toxins they produce are not ingested or allowed to come in contact with mucous membranes or breaks in the skin",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
"When there is a large range of environmental temperatures, newts are insensitive to a thermal gradient profile",O O O O O O O O O B-ANIMAL O O O O O O O
"The only predators of Taricha newts are garter snakes, some having developed a resistance to the toxin",O O O O O B-ANIMAL O O O O O O O O O O O
A newt is a salamander in the subfamily Pleurodelinae,O B-ANIMAL O O O O O O O
"The non-medusozoan clades called jellyfish by some but not all authorities (both agreeing and disagreeing citations are given in each case) are indicated with ""???"" on the following cladogram of the animal kingdom: Medusozoan jellyfish Jellyfish are not a clade, as they include most of the Medusozoa, barring some of the Hydrozoa",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL B-ANIMAL O O O O O O O O O O O O O O O O
"Stings Jellyfish are armed with nematocysts, a type of specialized stinging cell",O B-ANIMAL O O O O O O O O O O
Jellyfish Lake is a marine lake where millions of golden jellyfish (Mastigias spp.) migrate horizontally across the lake daily,B-ANIMAL O O O O O O O O O B-ANIMAL O O O O O O O O
"The outflow is spread out over a large surface area and the inflow enters as a sheet of water in front of the outflow, so the jellyfish do not get sucked into it",O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O
"Pupillary contraction appears to have evolved in response to variation in the light environment across ecological niches across three species of box jellyfish (Chironex fleckeri, Chiropsella bronzie, and Carukia barnesi)",O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O
Octopus! The Most Mysterious Creature in the Sea,B-ANIMAL O O O O O O O
"Digestion and excretion The digestive system of the octopus begins with the buccal mass which consists of the mouth with the beak, the pharynx, radula and salivary glands",O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"The larger Pacific striped octopus (LPSO) is an exception, as it can reproduce repeatedly over a life of around two years",O O O O B-ANIMAL O O O O O O O O O O O O O O O O
"The blue rings of the highly venomous blue-ringed octopus are hidden in muscular skin folds which contract when the animal is threatened, exposing the iridescent warning",O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O
"Due to their intelligence, octopuses are listed in some countries as experimental animals on which surgery may not be performed without anesthesia, a protection usually extended only to vertebrates",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
"Squid are used for human consumption with commercial fisheries in Japan, the Mediterranean, the southwestern Atlantic, the eastern Pacific and elsewhere",B-ANIMAL O O O O O O O O O O O O O O O O O O O O
Squid diverged from other cephalopods during the Jurassic and occupy a similar role to teleost fish as open water predators of similar size and behaviour,B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
"The mollusc shell is reduced to an internal, longitudinal chitinous ""pen"" in the functionally dorsal part of the animal; the pen acts to stiffen the squid and provides attachments for muscles",O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O
"They provide the squid with information on its body position in relation to gravity, its orientation, acceleration and rotation, and are able to perceive incoming vibrations",O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O
"Squid are strong swimmers and certain species can ""fly"" for short distances out of the water",B-ANIMAL O O O O O O O O O O O O O O O
"Human consumption Fisheries Crabs make up 20% of all marine crustaceans caught, farmed, and consumed worldwide, amounting to 1.5 million tonnes annually",O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
"Other commercially important taxa include Portunus pelagicus, several species in the genus Chionoecetes, the blue crab (Callinectes sapidus), Charybdis spp., Cancer pagurus, the Dungeness crab (Metacarcinus magister), and Scylla serrata, each of which yields more than 20,000 tonnes annually",O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O
"Crabs radiated in the Late Jurassic, corresponding with an increase in reef habitats, though they would decline at the end of the Jurassic as the result of the decline of reef ecosystems",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"While the new shell is still soft, the crab can expand it to make room for future growth.: 78–79 Behaviour Crabs typically walk sideways (hence the term crabwise), because of the articulation of the legs which makes a sidelong gait more efficient",O O O O O O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
This is because female crabs brood fertilised eggs on their pleopods,O O O O B-ANIMAL O O O O O O
Fishery and aquaculture Lobsters are caught using baited one-way traps with a color-coded marker buoy to mark cages,O O O B-ANIMAL O O O O O O O O O O O O O O
Another method is to split the lobster or sever the body in half lengthwise,O O O O O O B-ANIMAL O O O O O O O
